Price,Date,Adj Close,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
40,2007-12-03,48.85337448120117,84.3750228881836,85.4156494140625,83.55939483642578,84.20626831054688,16851227
41,2007-12-04,48.2182731628418,83.27814483642578,85.6406478881836,82.65939331054688,84.9375228881836,14008727
42,2007-12-05,50.13984680175781,86.59689331054688,86.9062728881836,83.2500228881836,83.41876983642578,27725290
43,2007-12-06,49.21162796020508,84.9937744140625,89.80314636230469,83.89689636230469,88.48126983642578,24104710
44,2007-12-07,48.99992370605469,84.62814331054688,86.73751831054688,83.1093978881836,85.52814483642578,11742386
45,2007-12-10,49.04876708984375,84.7125244140625,85.75314331054688,83.61564636230469,85.44377136230469,8330010
46,2007-12-11,48.82079315185547,84.31877136230469,85.95001983642578,83.89689636230469,85.47189331054688,11685950
47,2007-12-12,48.788230895996094,84.26251983642578,85.02189636230469,82.6875228881836,83.2500228881836,16342131
48,2007-12-13,47.9739875793457,82.85626983642578,85.5000228881836,82.5468978881836,84.3750228881836,14620172
49,2007-12-14,47.501739501953125,82.04064178466797,83.33439636230469,81.61876678466797,82.57501983642578,10991851
50,2007-12-17,44.63569259643555,77.09064483642578,82.9687728881836,75.93751525878906,82.51876831054688,19355678
51,2007-12-18,44.440269470214844,76.75314331054688,79.31251525878906,74.36251831054688,76.21876525878906,21607783
52,2007-12-19,43.62605285644531,75.34689331054688,79.90314483642578,74.70001983642578,79.22814178466797,19526912
53,2007-12-20,43.18636703491211,74.58751678466797,76.95001983642578,74.25001525878906,76.33126831054688,17105204
54,2007-12-24,44.50542068481445,76.86564636230469,78.07501983642578,75.09376525878906,75.71251678466797,16711519
55,2007-12-26,45.85702896118164,79.20001983642578,80.1562728881836,77.28752136230469,77.28752136230469,20930094
56,2007-12-27,46.182708740234375,79.76251983642578,81.95626831054688,79.08751678466797,80.83126831054688,44565277
57,2007-12-28,46.540977478027344,80.38127136230469,80.7187728881836,78.75001525878906,79.59376525878906,18354518
58,2007-12-31,46.8829345703125,80.97189331054688,81.45001983642578,79.98751831054688,81.0000228881836,11982308
59,2008-01-01,47.74601364135742,82.46251678466797,83.22189331054688,80.63439178466797,81.39376831054688,16687746
60,2008-01-02,47.4854736328125,82.01251983642578,83.08126831054688,80.80314636230469,82.46251678466797,13437280
61,2008-01-03,49.43960189819336,85.38751983642578,85.72502136230469,80.52189636230469,81.50627136230469,31815218
62,2008-01-04,49.17905807495117,84.9375228881836,87.7500228881836,84.3750228881836,86.6250228881836,28011310
63,2008-01-07,48.77194595336914,84.2343978881836,86.17501831054688,83.33439636230469,84.40314483642578,15858063
64,2008-01-08,47.110923767089844,81.36564636230469,85.5000228881836,80.38127136230469,84.31877136230469,13282666
65,2008-01-09,46.361846923828125,80.07189178466797,81.81564331054688,79.87501525878906,81.45001983642578,13113527
66,2008-01-10,45.254493713378906,78.15939331054688,82.6875228881836,77.62501525878906,80.4375228881836,18023003
67,2008-01-11,45.93844985961914,79.34064483642578,80.10002136230469,76.21876525878906,79.22814178466797,11629440
68,2008-01-14,46.63867950439453,80.55001831054688,81.39376831054688,78.21564483642578,79.48126983642578,10264240
69,2008-01-15,45.221923828125,78.10314178466797,82.18126678466797,77.45626831054688,81.8437728881836,11558334
70,2008-01-16,44.2937126159668,76.50001525878906,78.18751525878906,74.55939483642578,77.54064178466797,14834065
71,2008-01-17,45.48248291015625,78.55314636230469,80.2968978881836,75.15001678466797,76.78126525878906,16169395
72,2008-01-18,43.3654899597168,74.89689636230469,77.99064636230469,74.25001525878906,77.90626525878906,13254156
73,2008-01-21,35.9886474609375,62.15626525878906,74.25001525878906,54.1406364440918,74.25001525878906,33202389
74,2008-01-22,32.37349319458008,55.912513732910156,59.06251525878906,44.409385681152344,56.0250129699707,58755707
75,2008-01-23,35.9886474609375,62.15626525878906,64.54689025878906,56.81251525878906,56.81251525878906,28425991
76,2008-01-24,36.070068359375,62.29689025878906,66.71251678466797,59.34376525878906,65.50314331054688,29911930
77,2008-01-25,37.92649459838867,65.50314331054688,65.81251525878906,62.85939025878906,65.25001525878906,12550722
78,2008-01-28,38.3336067199707,66.20626831054688,66.71251678466797,59.34376525878906,64.60314178466797,13601109
79,2008-01-29,37.698509216308594,65.10939025878906,67.33126831054688,64.12501525878906,66.37501525878906,7679877
80,2008-01-30,35.61410903930664,61.50939178466797,65.53126525878906,60.693763732910156,65.25001525878906,9016102
81,2008-01-31,33.285423278808594,57.48751449584961,62.325016021728516,56.81251525878906,62.15626525878906,41538563
82,2008-02-01,34.441612243652344,59.48439025878906,59.90626525878906,57.93751525878906,58.47188949584961,9089201
83,2008-02-04,36.21662521362305,62.55001449584961,63.28126525878906,60.60939025878906,60.60939025878906,12009385
84,2008-02-05,37.34025955200195,64.49063873291016,65.33438873291016,61.31251525878906,62.662513732910156,14593303
85,2008-02-06,37.01456069946289,63.928138732910156,64.68751525878906,60.356266021728516,62.71876525878906,12429218
86,2008-02-07,35.272132873535156,60.918766021728516,65.22189331054688,60.52501678466797,63.05626678466797,11300078
87,2008-02-08,34.360191345214844,59.34376525878906,61.818763732910156,58.24688720703125,61.31251525878906,13514197
88,2008-02-11,31.93381118774414,55.15313720703125,60.18751525878906,54.5625114440918,60.18751525878906,15133331
89,2008-02-12,31.363855361938477,54.16876220703125,57.178138732910156,53.7187614440918,56.81251525878906,10237627
90,2008-02-13,30.90790367126465,53.381263732910156,55.8281364440918,52.28438949584961,55.1250114440918,10395753
91,2008-02-14,33.611114501953125,58.05001449584961,58.64064025878906,54.5625114440918,54.5625114440918,12514003
92,2008-02-15,34.57188415527344,59.709388732910156,60.18751525878906,56.27813720703125,57.82501220703125,12080990
93,2008-02-18,34.37648010253906,59.37188720703125,61.059391021728516,58.865638732910156,61.059391021728516,6977153
94,2008-02-19,34.00193405151367,58.725013732910156,60.58126449584961,58.2750129699707,60.44063949584961,7226542
95,2008-02-20,33.155147552490234,57.26251220703125,58.19063949584961,56.615638732910156,58.162513732910156,5604999
96,2008-02-21,33.383140563964844,57.65626525878906,58.64064025878906,56.95314025878906,58.19063949584961,3874365
97,2008-02-22,32.95973205566406,56.92501449584961,57.2906379699707,55.15313720703125,55.7437629699707,2691220
98,2008-02-25,33.236576080322266,57.40313720703125,58.10626220703125,56.0250129699707,57.600013732910156,6270186
99,2008-02-26,33.36684799194336,57.62813949584961,58.443763732910156,57.34688949584961,57.93751525878906,7139423
100,2008-02-27,35.32098388671875,61.00313949584961,64.01251220703125,58.47188949584961,58.47188949584961,43223132
101,2008-02-28,36.314327239990234,62.71876525878906,63.19689178466797,60.75001525878906,61.59376525878906,35763847
102,2008-02-29,35.79323196411133,61.818763732910156,63.56251525878906,60.80626678466797,62.325016021728516,16477462
103,2008-03-03,34.29505920410156,59.23126220703125,61.200016021728516,58.5562629699707,59.1187629699707,10049153
104,2008-03-04,33.415706634521484,57.7125129699707,59.850013732910156,56.25001525878906,59.62501525878906,11485198
105,2008-03-05,34.034507751464844,58.78126525878906,59.06251525878906,56.3062629699707,57.9937629699707,8581053
106,2008-03-07,32.29206466674805,55.771888732910156,57.93751525878906,53.4375114440918,57.93751525878906,14251925
107,2008-03-10,32.1775016784668,55.29376220703125,55.6875114440918,52.115638732910156,55.57501220703125,11713659
108,2008-03-11,34.82895278930664,59.850013732910156,60.412513732910156,53.55001449584961,54.8437614440918,19665129
109,2008-03-12,33.94514083862305,58.33126449584961,61.87501525878906,57.76876449584961,61.481266021728516,12262350
110,2008-03-13,29.28053855895996,50.315635681152344,57.37501525878906,48.9375114440918,56.81251525878906,47000084
111,2008-03-14,31.293684005737305,53.7750129699707,54.0000114440918,50.6812629699707,51.721885681152344,35798540
112,2008-03-17,30.066158294677734,51.6656379699707,52.76251220703125,50.568763732910156,52.76251220703125,19211273
113,2008-03-18,30.32802963256836,52.115638732910156,53.12813949584961,50.737510681152344,51.581260681152344,12632937
114,2008-03-19,30.508071899414062,52.42501449584961,58.38751220703125,52.0875129699707,54.5625114440918,16449023
115,2008-03-24,30.80267333984375,52.9312629699707,54.39376449584961,51.77813720703125,54.39376449584961,11636914
116,2008-03-25,31.964740753173828,54.928138732910156,55.2656364440918,53.32501220703125,54.30938720703125,13232423
117,2008-03-26,31.768327713012695,54.59063720703125,55.912513732910156,54.0000114440918,54.5625114440918,11448313
118,2008-03-27,32.34117126464844,55.57501220703125,56.10939025878906,53.7750129699707,53.7750129699707,17425122
119,2008-03-28,32.40665054321289,55.6875114440918,56.10939025878906,54.225013732910156,55.8281364440918,11599511
120,2008-03-31,32.1775016784668,55.29376220703125,55.94063949584961,54.5625114440918,55.6875114440918,9914705
121,2008-04-01,32.24296951293945,55.4062614440918,56.193763732910156,54.7031364440918,55.6875114440918,6034588
122,2008-04-02,32.7667121887207,56.3062629699707,57.93751525878906,55.6875114440918,55.6875114440918,6087024
123,2008-04-03,32.50484085083008,55.85626220703125,56.70001220703125,55.4062614440918,56.4468879699707,3883474
124,2008-04-04,32.34117126464844,55.57501220703125,56.22188949584961,54.506263732910156,56.22188949584961,5906537
125,2008-04-07,32.21023941040039,55.350013732910156,55.912513732910156,54.7031364440918,55.65938949584961,4088729
126,2008-04-08,31.39188575744629,53.943763732910156,55.37813949584961,53.55001449584961,55.2656364440918,5753811
127,2008-04-09,31.473730087280273,54.084388732910156,54.5625114440918,53.46563720703125,54.11251449584961,3776374
128,2008-04-10,32.09567642211914,55.15313720703125,55.5468864440918,53.803138732910156,54.0000114440918,7075297
129,2008-04-11,32.24296951293945,55.4062614440918,55.9687614440918,54.8437614440918,55.6875114440918,4012660
130,2008-04-15,32.733985900878906,56.25001525878906,56.53126525878906,54.11251449584961,55.068763732910156,6362785
131,2008-04-16,32.29206466674805,55.490638732910156,57.20626449584961,55.2656364440918,56.81251525878906,4725794
132,2008-04-17,33.53596496582031,57.62813949584961,58.95001220703125,55.71563720703125,56.334388732910156,14831167
133,2008-04-21,34.07606887817383,58.5562629699707,59.568763732910156,57.93751525878906,58.50001525878906,7639361
134,2008-04-22,34.63254928588867,59.51251220703125,60.18751525878906,57.93751525878906,58.50001525878906,8814769
135,2008-04-23,34.665283203125,59.568763732910156,60.271888732910156,58.78126525878906,59.62501525878906,5265604
136,2008-04-24,33.43775939941406,57.459388732910156,60.30001449584961,56.95314025878906,60.18751525878906,8801780
137,2008-04-25,33.715999603271484,57.93751525878906,58.75313949584961,57.1500129699707,58.50001525878906,4095990
138,2008-04-28,33.84693908691406,58.162513732910156,59.287513732910156,57.93751525878906,57.9937629699707,4708244
139,2008-04-29,34.32157516479492,58.9781379699707,59.5406379699707,58.21876525878906,58.50001525878906,6497143
140,2008-04-30,34.55072021484375,59.37188720703125,60.131263732910156,59.06251525878906,59.568763732910156,6331377
141,2008-05-02,34.861690521240234,59.90626525878906,61.59376525878906,59.79376220703125,60.271888732910156,5658418
142,2008-05-05,34.69800567626953,59.62501525878906,61.03126525878906,59.23126220703125,60.693763732910156,7642293
143,2008-05-06,34.403404235839844,59.1187629699707,60.30001449584961,58.78126525878906,59.146888732910156,5061166
144,2008-05-07,33.91240310668945,58.2750129699707,59.45626449584961,57.37501525878906,59.06251525878906,4303106
145,2008-05-08,33.50322341918945,57.5718879699707,58.162513732910156,57.23439025878906,57.82501220703125,3642073
146,2008-05-09,33.306827545166016,57.23439025878906,58.725013732910156,56.36251449584961,56.81251525878906,8621761
147,2008-05-12,33.306827545166016,57.23439025878906,57.65626525878906,55.9687614440918,57.23439025878906,4890395
148,2008-05-13,33.40502166748047,57.40313720703125,57.82501220703125,56.92501449584961,57.48751449584961,5056766
149,2008-05-14,33.45412826538086,57.48751449584961,57.79689025878906,56.25001525878906,56.25001525878906,2982486
150,2008-05-15,33.470481872558594,57.51564025878906,58.162513732910156,56.25001525878906,56.25001525878906,2646760
151,2008-05-16,33.73235321044922,57.96563720703125,58.1343879699707,57.26251220703125,57.93751525878906,4422288
152,2008-05-20,33.66689682006836,57.8531379699707,58.07814025878906,57.26251220703125,57.37501525878906,3464912
153,2008-05-21,33.87967300415039,58.21876525878906,59.06251525878906,56.53126525878906,56.53126525878906,3419088
154,2008-05-22,33.42138671875,57.4312629699707,57.7125129699707,56.81251525878906,56.81251525878906,3558000
155,2008-05-23,32.86491394042969,56.475013732910156,57.881263732910156,56.25001525878906,57.09376525878906,4417028
156,2008-05-26,32.619415283203125,56.053138732910156,56.39064025878906,53.4375114440918,53.4375114440918,2605807
157,2008-05-27,31.637392044067383,54.365638732910156,56.756263732910156,54.11251449584961,56.13751220703125,3316550
158,2008-05-28,32.79945373535156,56.36251449584961,56.70001220703125,53.60626220703125,54.5625114440918,4505700
159,2008-05-29,33.339569091796875,57.2906379699707,57.93751525878906,55.631263732910156,56.95314025878906,11026212
160,2008-05-30,32.27571105957031,55.4625129699707,57.65626525878906,55.23751449584961,57.4312629699707,4023430
161,2008-06-02,30.900880813598633,53.100013732910156,56.25001525878906,52.3125114440918,55.1250114440918,4431595
162,2008-06-03,29.755191802978516,51.131263732910156,52.8750114440918,50.65313720703125,52.3125114440918,6240766
163,2008-06-04,28.83863067626953,49.5562629699707,51.440635681152344,49.24688720703125,50.9062614440918,5762089
164,2008-06-05,28.78953742980957,49.471885681152344,49.8375129699707,47.8125114440918,49.5000114440918,9721099
165,2008-06-06,28.478561401367188,48.9375114440918,50.990638732910156,48.2343864440918,49.2187614440918,6317089
166,2008-06-09,28.085744857788086,48.26251220703125,49.443763732910156,46.1250114440918,48.3750114440918,6500809
167,2008-06-10,27.88934898376465,47.925010681152344,48.318763732910156,46.8281364440918,47.8125114440918,6717902
168,2008-06-11,28.020282745361328,48.1500129699707,48.9375114440918,47.8125114440918,48.3750114440918,2586175
169,2008-06-12,28.216690063476562,48.487510681152344,48.768760681152344,46.1250114440918,47.5312614440918,3244212
170,2008-06-13,28.03664779663086,48.178138732910156,48.881263732910156,47.6718864440918,48.40313720703125,4248430
171,2008-06-16,29.01866912841797,49.865638732910156,50.6250114440918,48.4312629699707,48.600013732910156,4354615
172,2008-06-17,29.88611602783203,51.35626220703125,51.7500114440918,48.9937629699707,50.568763732910156,4736084
173,2008-06-18,29.853395462036133,51.300010681152344,52.42501449584961,51.1875114440918,51.1875114440918,5055019
174,2008-06-19,29.215072631835938,50.2031364440918,51.1875114440918,49.38751220703125,50.287513732910156,4221271
175,2008-06-20,28.544025421142578,49.050010681152344,50.8218879699707,48.40313720703125,50.6250114440918,3837789
176,2008-06-23,27.54564094543457,47.33438491821289,48.82501220703125,46.85626220703125,48.6562614440918,4516050
177,2008-06-24,26.694562911987305,45.87188720703125,48.037513732910156,45.393760681152344,47.33438491821289,5238203
178,2008-06-25,25.958049774169922,44.60626220703125,45.534385681152344,43.5937614440918,45.0000114440918,3933879
179,2008-06-26,27.431081771850586,47.13751220703125,49.162513732910156,44.8593864440918,44.8593864440918,18253250
180,2008-06-27,26.219919204711914,45.05625915527344,46.57501220703125,44.80313491821289,45.5625114440918,6821283
181,2008-06-30,25.696186065673828,44.1562614440918,45.45001220703125,42.8906364440918,45.02813720703125,4596315
182,2008-07-01,23.879444122314453,41.034385681152344,44.1562614440918,39.45938491821289,44.1562614440918,6202295
183,2008-07-02,24.926925659179688,42.83438491821289,43.284385681152344,39.74063491821289,41.0625114440918,5245963
184,2008-07-03,24.272253036499023,41.70938491821289,42.83438491821289,40.5000114440918,42.4687614440918,4726793
185,2008-07-04,24.59958267211914,42.27188491821289,43.08750915527344,40.7812614440918,41.0625114440918,4862814
186,2008-07-07,25.13969612121582,43.200008392333984,44.94375991821289,42.83438491821289,42.83438491821289,5528014
187,2008-07-08,25.87620735168457,44.46563720703125,45.5625114440918,39.93750762939453,39.93750762939453,8354280
188,2008-07-09,27.67658042907715,47.55938720703125,47.75625991821289,45.05625915527344,45.05625915527344,6860769
189,2008-07-10,28.88773536682129,49.6406364440918,50.23126220703125,46.237510681152344,47.55938720703125,7216175
190,2008-07-11,27.512903213500977,47.27813720703125,50.737510681152344,46.91250991821289,50.1187629699707,6040791
191,2008-07-14,27.529273986816406,47.30625915527344,48.9937629699707,46.1250114440918,46.1250114440918,5942149
192,2008-07-15,26.38359260559082,45.33750915527344,46.63125991821289,45.0000114440918,46.1250114440918,3693378
193,2008-07-16,25.663442611694336,44.10000991821289,46.1250114440918,43.340633392333984,45.33750915527344,6973872
194,2008-07-17,26.97279930114746,46.35000991821289,46.6875114440918,45.0000114440918,45.0000114440918,5038238
195,2008-07-18,28.478561401367188,48.9375114440918,49.331260681152344,45.815635681152344,47.19375991821289,5983177
196,2008-07-21,30.082536697387695,51.693763732910156,52.00313949584961,48.96563720703125,49.7812614440918,8754188
197,2008-07-22,31.3100528717041,53.803138732910156,54.2812614440918,51.2437629699707,51.693763732910156,12631056
198,2008-07-23,33.519596099853516,57.600013732910156,58.725013732910156,55.1812629699707,56.193763732910156,12798869
199,2008-07-24,32.34117126464844,55.57501220703125,58.66876220703125,52.115638732910156,52.115638732910156,10764301
200,2008-07-25,32.40665054321289,55.6875114440918,57.48751449584961,53.5781364440918,54.9843864440918,10710381
201,2008-07-28,32.144771575927734,55.23751449584961,56.78438949584961,54.6187629699707,55.6875114440918,5533881
202,2008-07-29,30.851781845092773,53.0156364440918,54.8437614440918,52.5937614440918,54.0000114440918,5145929
203,2008-07-30,32.144771575927734,55.23751449584961,55.6875114440918,53.4937629699707,53.4937629699707,7354746
204,2008-07-31,31.015439987182617,53.2968864440918,56.193763732910156,52.5937614440918,56.193763732910156,6006517
205,2008-08-01,31.915630340576172,54.8437614440918,55.068763732910156,50.6250114440918,52.4531364440918,4699412
206,2008-08-04,32.1120491027832,55.1812629699707,56.193763732910156,53.74688720703125,53.74688720703125,4301346
207,2008-08-05,33.55233383178711,57.65626525878906,58.07814025878906,54.8437614440918,55.4062614440918,9161115
208,2008-08-06,32.70124816894531,56.193763732910156,59.709388732910156,55.80001449584961,59.709388732910156,8616591
209,2008-08-07,32.619415283203125,56.053138732910156,57.318763732910156,54.30938720703125,54.30938720703125,4809365
210,2008-08-08,32.06293487548828,55.09688949584961,56.475013732910156,54.9000129699707,55.4062614440918,4883824
211,2008-08-11,32.357540130615234,55.6031379699707,56.41876220703125,55.1812629699707,55.80001449584961,2714705
212,2008-08-12,31.801057815551758,54.646888732910156,56.25001525878906,54.225013732910156,55.9687614440918,5801276
213,2008-08-13,31.931995391845703,54.87188720703125,55.4062614440918,53.5781364440918,54.0000114440918,2754609
214,2008-08-14,31.162744522094727,53.55001449584961,55.1250114440918,53.4375114440918,54.5625114440918,2566362
215,2008-08-18,30.80267333984375,52.9312629699707,54.5625114440918,52.42501449584961,53.4375114440918,2963058
216,2008-08-19,30.22983169555664,51.9468879699707,53.1562614440918,50.878135681152344,52.84688949584961,2941144
217,2008-08-20,30.57353401184082,52.537513732910156,52.959388732910156,52.1718864440918,52.3125114440918,3319410
218,2008-08-21,30.24619483947754,51.975013732910156,52.84688949584961,51.35626220703125,52.3125114440918,4138486
219,2008-08-22,29.935226440429688,51.440635681152344,53.7750129699707,50.1187629699707,53.7750129699707,4139879
220,2008-08-25,30.262557983398438,52.00313949584961,52.70626449584961,51.63751220703125,52.70626449584961,2034227
221,2008-08-26,30.31166648864746,52.0875129699707,52.256263732910156,51.131263732910156,51.4687614440918,1489491
222,2008-08-27,29.706092834472656,51.0468864440918,52.7343864440918,50.7656364440918,52.3687629699707,4297168
223,2008-08-28,29.26418113708496,50.287513732910156,51.7500114440918,49.6406364440918,51.1875114440918,7382078
224,2008-08-29,30.475339889526367,52.3687629699707,52.56563949584961,50.9625129699707,51.1875114440918,2219080
225,2008-09-01,30.458845138549805,51.9468879699707,52.1718864440918,50.9062614440918,51.862510681152344,3417069
226,2008-09-02,32.058467864990234,54.67501449584961,54.9000129699707,51.862510681152344,52.3125114440918,5030404
227,2008-09-04,31.382335662841797,53.521888732910156,54.506263732910156,53.0718879699707,54.0562629699707,2813325
228,2008-09-05,30.689714431762695,52.34063720703125,52.9312629699707,51.7500114440918,52.8750114440918,3330688
229,2008-09-08,32.30583190917969,55.09688949584961,57.318763732910156,54.5625114440918,55.1250114440918,8377948
230,2008-09-09,32.421268463134766,55.29376220703125,55.7437629699707,54.02813720703125,55.09688949584961,3737279
231,2008-09-10,32.14094161987305,54.81563949584961,55.7437629699707,54.2812614440918,55.01251220703125,3847698
232,2008-09-11,31.28338623046875,53.3531379699707,54.5625114440918,52.9312629699707,54.5625114440918,2567354
233,2008-09-12,31.59671974182129,53.88751220703125,55.350013732910156,53.0156364440918,53.7187614440918,6093354
234,2008-09-15,29.601318359375,50.4843864440918,52.7343864440918,48.96563720703125,51.91876220703125,6770268
235,2008-09-16,30.178497314453125,51.4687614440918,51.91876220703125,47.8125114440918,48.5156364440918,4654621
236,2008-09-17,29.40342903137207,50.146888732910156,52.20001220703125,49.5000114440918,52.20001220703125,4674190
237,2008-09-18,29.337451934814453,50.034385681152344,51.018760681152344,46.43438720703125,49.5000114440918,6603710
238,2008-09-19,31.11848258972168,53.0718879699707,53.3531379699707,50.6250114440918,51.21563720703125,9821730
239,2008-09-22,30.44235610961914,51.91876220703125,56.81251525878906,51.49688720703125,54.5625114440918,4162514
240,2008-09-23,30.079545974731445,51.300010681152344,52.4531364440918,50.3437614440918,51.300010681152344,6569683
241,2008-09-24,30.772172927856445,52.48126220703125,53.04376220703125,50.79376220703125,51.4687614440918,5730103
242,2008-09-25,29.815704345703125,50.850013732910156,52.84688949584961,49.6406364440918,52.62188720703125,10926783
243,2008-09-26,29.337451934814453,50.034385681152344,51.131263732910156,49.162513732910156,51.131263732910156,4967945
244,2008-09-29,28.249052047729492,48.178138732910156,51.4687614440918,47.2500114440918,51.4687614440918,7859964
245,2008-09-30,28.29852294921875,48.26251220703125,50.0625114440918,45.5625114440918,45.5625114440918,6616439
246,2008-10-01,29.238513946533203,49.865638732910156,50.3437614440918,47.89688491821289,48.881263732910156,3743739
247,2008-10-03,29.650779724121094,50.568763732910156,51.1875114440918,49.2187614440918,50.1187629699707,4681406
248,2008-10-06,29.04062271118164,49.52813720703125,50.6250114440918,48.5156364440918,50.006263732910156,5560277
249,2008-10-07,29.997093200683594,51.159385681152344,52.256263732910156,49.5000114440918,49.5000114440918,9928258
250,2008-10-08,29.76622200012207,50.7656364440918,51.1875114440918,47.30625915527344,49.443763732910156,9985473
251,2008-10-10,29.584815979003906,50.456260681152344,51.6093864440918,46.71563720703125,50.568763732910156,9025179
252,2008-10-13,30.178497314453125,51.4687614440918,51.862510681152344,50.37188720703125,50.709388732910156,6805621
253,2008-10-14,29.452884674072266,50.23126220703125,53.381263732910156,49.8375129699707,51.7500114440918,5099383
254,2008-10-15,29.20553207397461,49.80938720703125,50.878135681152344,49.2750129699707,49.95001220703125,5495022
255,2008-10-16,28.084138870239258,47.89688491821289,49.10626220703125,46.9687614440918,49.10626220703125,6651066
256,2008-10-17,25.973299026489258,44.2968864440918,49.2187614440918,43.65000915527344,48.881263732910156,5586092
257,2008-10-20,26.270130157470703,44.80313491821289,46.57501220703125,43.39688491821289,44.46563720703125,7922965
258,2008-10-21,26.484516143798828,45.16876220703125,47.5312614440918,43.8750114440918,45.253135681152344,8047276
259,2008-10-22,25.033309936523438,42.69375991821289,45.05625915527344,42.27188491821289,44.7187614440918,5408099
